review_id,product_id,brand,star_rating,sentiment,review_text,review_date,wheels_score,handle_score,zipper_score,material_score,size_score,durability_score
REV004946,PROD0057,Aristocrat,3,neutral,Average quality. zipper fails fast could be better.,2026-01-28,3.8,2.9,2.6,4.0,3.1,3.7
REV004947,PROD0057,Aristocrat,3,neutral,Not great not terrible. zipper fails fast meets basic needs.,2024-06-19,3.8,3.1,3.1,3.2,3.7,3.9
REV004948,PROD0057,Aristocrat,2,negative,Regret buying this. poor durability is very bad.,2025-02-03,2.7,3.3,2.5,2.5,3.9,2.5
REV004949,PROD0057,Aristocrat,1,negative,zipper fails fast stopped working within a month. Waste of money.,2025-01-01,3.2,2.9,3.6,2.5,3.2,3.3
REV004950,PROD0057,Aristocrat,4,positive,"Ordered for Goa trip, lightweight exceeded expectations.",2025-11-01,3.5,2.8,3.1,3.7,2.7,3.6
REV004951,PROD0057,Aristocrat,3,neutral,Good for occasional use. cheap plastic is acceptable.,2025-08-29,3.0,2.7,2.9,3.2,3.1,3.2
REV004952,PROD0057,Aristocrat,3,neutral,Decent product overall. poor durability is okay.,2025-01-08,3.5,2.6,2.5,3.0,2.6,4.0
REV004953,PROD0057,Aristocrat,2,negative,zipper fails fast broke during my very first trip. Very upset.,2025-10-16,3.4,2.9,2.8,3.9,3.9,3.3
REV004954,PROD0057,Aristocrat,2,negative,Customer service is bad and cheap plastic quality is poor.,2026-02-02,4.0,3.5,3.1,3.9,2.8,3.9
REV004955,PROD0057,Aristocrat,3,neutral,Okay product for the price. zipper fails fast is standard.,2025-04-10,2.6,2.5,3.2,3.2,3.0,3.0
REV004956,PROD0057,Aristocrat,3,neutral,Okay product for the price. poor durability is standard.,2025-08-26,3.9,2.8,3.6,2.7,2.8,2.6
REV004957,PROD0057,Aristocrat,2,negative,Customer service is bad and zipper fails fast quality is poor.,2025-06-23,3.3,3.5,2.5,3.5,3.4,2.6
REV004958,PROD0057,Aristocrat,2,negative,Poor quality zipper fails fast. Expected better for this price.,2025-12-10,3.4,2.7,3.1,2.9,3.0,2.6
REV004959,PROD0057,Aristocrat,2,negative,cheap plastic broke during my very first trip. Very upset.,2025-07-19,3.5,2.6,3.1,2.8,2.6,2.9
REV004960,PROD0057,Aristocrat,2,negative,cheap plastic broke during my very first trip. Very upset.,2026-01-06,3.4,2.6,2.6,2.7,3.1,3.5
REV004961,PROD0057,Aristocrat,2,negative,Customer service is bad and poor durability quality is poor.,2025-01-27,3.5,3.0,3.3,3.4,3.1,3.4
REV004962,PROD0057,Aristocrat,2,negative,Not worth it at all. poor durability quality is disappointing.,2025-12-19,2.8,3.4,3.8,3.6,4.0,3.0
REV004963,PROD0057,Aristocrat,1,negative,Very disappointed with the cheap plastic. Broke after first use.,2025-03-27,3.4,3.0,4.0,3.5,2.8,3.9
REV004964,PROD0057,Aristocrat,1,negative,Quality has gone down. wobbly wheels is not as advertised.,2024-11-03,2.6,3.5,2.7,3.2,3.5,3.3
REV004965,PROD0057,Aristocrat,5,positive,Best luggage for the price! lightweight is outstanding.,2024-05-25,3.9,3.9,3.5,2.8,2.5,3.7
REV004966,PROD0057,Aristocrat,3,neutral,Good for occasional use. cheap plastic is acceptable.,2024-08-21,3.7,3.3,2.9,2.5,3.7,3.0
REV004967,PROD0057,Aristocrat,5,positive,The lightweight works perfectly. Highly recommended!,2025-03-19,2.9,2.9,2.6,3.8,2.6,3.3
REV004968,PROD0057,Aristocrat,3,neutral,Decent product overall. cheap plastic is okay.,2025-06-07,3.8,3.8,3.9,3.2,4.0,3.9
REV004969,PROD0057,Aristocrat,3,neutral,Good for occasional use. cheap plastic is acceptable.,2025-01-02,2.6,3.4,3.5,3.7,2.7,3.9
REV004970,PROD0057,Aristocrat,4,positive,"Used it for 3 trips, basic functionality still perfect.",2025-03-01,2.6,4.0,3.2,2.6,2.5,2.9
REV004971,PROD0057,Aristocrat,5,positive,Really impressed with the lightweight. Worth every rupee.,2025-08-19,3.2,3.0,3.6,2.9,3.2,3.4
REV004972,PROD0057,Aristocrat,1,negative,Very disappointed with the poor durability. Broke after first use.,2026-03-13,3.6,3.8,2.6,2.9,3.8,3.5
REV004973,PROD0057,Aristocrat,4,positive,Best luggage for the price! basic functionality is outstanding.,2025-06-22,2.5,3.9,2.6,3.6,3.8,3.8
REV004974,PROD0057,Aristocrat,3,neutral,Decent product overall. cheap plastic is okay.,2024-08-24,3.0,3.5,3.8,3.8,3.4,3.2
REV004975,PROD0057,Aristocrat,1,negative,zipper fails fast stopped working within a month. Waste of money.,2025-07-02,3.5,3.6,3.9,3.0,2.6,3.6
REV004976,PROD0057,Aristocrat,2,negative,Returned the product. poor durability was defective.,2025-01-19,3.9,3.5,3.6,2.8,3.9,3.9
REV004977,PROD0057,Aristocrat,2,negative,Very disappointed with the wobbly wheels. Broke after first use.,2025-05-19,3.9,3.4,3.4,2.9,3.2,4.0
REV004978,PROD0057,Aristocrat,4,positive,Best luggage for the price! basic functionality is outstanding.,2024-04-16,3.6,3.8,3.7,2.8,3.3,2.7
REV004979,PROD0057,Aristocrat,2,negative,Quality has gone down. poor durability is not as advertised.,2025-01-23,3.2,3.5,3.7,3.1,3.8,2.7
REV004980,PROD0057,Aristocrat,1,negative,cheap plastic broke during my very first trip. Very upset.,2025-03-02,3.8,3.5,3.5,3.3,3.5,3.5
REV004981,PROD0057,Aristocrat,2,negative,Returned the product. wobbly wheels was defective.,2025-06-01,3.8,3.2,3.5,3.0,3.9,3.2
REV004982,PROD0057,Aristocrat,1,negative,Very disappointed with the poor durability. Broke after first use.,2024-04-22,3.9,3.0,3.6,3.1,2.7,3.5
REV004983,PROD0057,Aristocrat,5,positive,Best luggage for the price! very affordable is outstanding.,2025-08-03,2.9,3.2,2.9,2.6,3.5,2.8
REV004984,PROD0057,Aristocrat,2,negative,Very disappointed with the wobbly wheels. Broke after first use.,2025-04-20,3.2,3.5,3.3,3.9,2.9,3.1
REV004985,PROD0057,Aristocrat,2,negative,poor durability broke during my very first trip. Very upset.,2025-10-23,4.0,3.9,2.7,2.9,2.5,3.0
REV004986,PROD0057,Aristocrat,3,neutral,Okay product for the price. cheap plastic is standard.,2024-05-04,3.3,2.5,2.7,3.6,3.5,2.7
REV004987,PROD0057,Aristocrat,2,negative,Customer service is bad and wobbly wheels quality is poor.,2025-04-24,3.4,2.8,3.3,3.3,3.2,3.5
REV004988,PROD0057,Aristocrat,1,negative,Customer service is bad and poor durability quality is poor.,2024-04-19,2.7,3.5,3.5,3.0,2.9,3.7
REV004989,PROD0058,Aristocrat,2,negative,Very disappointed with the wobbly wheels. Broke after first use.,2025-05-18,3.5,4.0,2.9,3.6,3.2,2.7
REV004990,PROD0058,Aristocrat,1,negative,Quality has gone down. zipper fails fast is not as advertised.,2025-06-04,3.1,2.9,3.1,3.7,4.0,3.8
REV004991,PROD0058,Aristocrat,3,neutral,Not great not terrible. poor durability meets basic needs.,2025-07-18,3.9,3.4,3.7,3.7,3.9,2.8
REV004992,PROD0058,Aristocrat,5,positive,"Used it for 3 trips, basic functionality still perfect.",2025-10-15,2.6,3.8,2.9,3.8,3.1,3.8
REV004993,PROD0058,Aristocrat,1,negative,Not worth it at all. poor durability quality is disappointing.,2026-01-26,3.2,3.2,2.5,3.7,3.6,3.4
REV004994,PROD0058,Aristocrat,1,negative,Not worth it at all. poor durability quality is disappointing.,2024-11-29,3.8,3.3,3.5,2.5,2.8,2.9
REV004995,PROD0058,Aristocrat,3,neutral,Decent product overall. wobbly wheels is okay.,2024-08-12,3.0,2.8,3.0,2.7,3.9,2.6
REV004996,PROD0058,Aristocrat,4,positive,Superb basic functionality! My family loved it.,2024-11-22,3.9,2.9,3.8,3.0,3.0,2.6
REV004997,PROD0058,Aristocrat,3,neutral,Good for occasional use. cheap plastic is acceptable.,2025-07-21,3.0,2.6,3.7,3.6,3.6,2.6
REV004998,PROD0058,Aristocrat,2,negative,poor durability stopped working within a month. Waste of money.,2025-09-14,3.1,2.8,3.1,3.0,3.1,2.5
REV004999,PROD0058,Aristocrat,2,negative,Returned the product. cheap plastic was defective.,2025-07-06,2.8,3.7,3.8,2.5,4.0,2.6
REV005000,PROD0058,Aristocrat,2,negative,Very disappointed with the wobbly wheels. Broke after first use.,2025-07-09,3.7,3.5,3.4,3.8,3.4,3.5
REV005001,PROD0058,Aristocrat,1,negative,The zipper fails fast is terrible. Do not buy!,2025-08-31,3.0,3.0,2.9,3.8,3.3,3.1
REV005002,PROD0058,Aristocrat,3,neutral,Average quality. zipper fails fast could be better.,2026-01-24,3.0,2.5,2.5,2.9,3.9,3.6
REV005003,PROD0058,Aristocrat,5,positive,The lightweight works perfectly. Highly recommended!,2026-02-19,3.4,3.4,2.9,3.6,3.0,3.7
REV005004,PROD0058,Aristocrat,5,positive,The very affordable is excellent! Very happy with this purchase.,2026-01-03,2.9,3.5,2.7,2.8,3.6,4.0
REV005005,PROD0058,Aristocrat,3,neutral,Not great not terrible. zipper fails fast meets basic needs.,2025-08-02,3.6,3.6,3.3,3.4,2.7,2.5
REV005006,PROD0058,Aristocrat,4,positive,The very affordable works perfectly. Highly recommended!,2025-03-04,3.3,3.6,2.7,2.9,3.9,3.1
REV005007,PROD0058,Aristocrat,4,positive,basic functionality is top notch. Will buy again.,2025-11-14,3.0,3.6,2.7,4.0,3.8,3.4
REV005008,PROD0058,Aristocrat,1,negative,Very disappointed with the cheap plastic. Broke after first use.,2025-11-08,3.8,3.1,3.8,3.6,2.7,2.8
REV005009,PROD0058,Aristocrat,3,neutral,Good for occasional use. cheap plastic is acceptable.,2024-05-29,3.0,3.1,3.4,3.2,3.1,3.5
REV005010,PROD0058,Aristocrat,1,negative,The poor durability is terrible. Do not buy!,2024-11-13,3.2,3.4,3.9,2.7,2.8,4.0
REV005011,PROD0058,Aristocrat,4,positive,The basic functionality works perfectly. Highly recommended!,2025-07-20,3.0,2.6,3.1,3.0,2.8,3.6
REV005012,PROD0058,Aristocrat,3,neutral,Good for occasional use. zipper fails fast is acceptable.,2025-11-11,3.5,3.5,3.7,3.6,4.0,3.5
REV005013,PROD0058,Aristocrat,1,negative,wobbly wheels broke during my very first trip. Very upset.,2025-07-02,2.6,3.7,3.3,3.3,3.4,2.8
REV005014,PROD0058,Aristocrat,1,negative,Customer service is bad and zipper fails fast quality is poor.,2025-06-07,3.3,3.7,2.6,2.8,2.7,3.2
REV005015,PROD0058,Aristocrat,5,positive,"Used it for 3 trips, lightweight still perfect.",2024-06-12,3.8,2.7,3.6,2.8,2.7,2.7
REV005016,PROD0058,Aristocrat,5,positive,"Ordered for Goa trip, lightweight exceeded expectations.",2025-09-08,3.6,3.1,3.6,2.7,2.9,2.9
REV005017,PROD0058,Aristocrat,3,neutral,Okay product for the price. wobbly wheels is standard.,2024-10-14,2.9,3.0,2.5,2.9,2.9,2.6
REV005018,PROD0058,Aristocrat,1,negative,The zipper fails fast is terrible. Do not buy!,2025-06-25,2.5,3.2,2.9,3.6,3.1,3.0
REV005019,PROD0058,Aristocrat,3,neutral,Okay product for the price. cheap plastic is standard.,2025-08-21,2.9,2.7,2.9,2.9,3.3,2.8
REV005020,PROD0058,Aristocrat,1,negative,Returned the product. zipper fails fast was defective.,2024-08-18,3.9,3.6,3.5,3.4,3.2,3.9
REV005021,PROD0058,Aristocrat,4,positive,Amazing very affordable for this price range. Value for money!,2024-09-21,3.5,2.5,3.1,2.8,3.7,2.5
REV005022,PROD0058,Aristocrat,1,negative,Regret buying this. poor durability is very bad.,2025-09-21,2.8,3.7,3.2,2.7,3.4,2.9
REV005023,PROD0058,Aristocrat,3,neutral,Okay product for the price. zipper fails fast is standard.,2025-10-14,2.9,3.9,3.1,3.0,3.9,3.8
REV005024,PROD0058,Aristocrat,1,negative,Customer service is bad and zipper fails fast quality is poor.,2026-03-26,3.3,3.6,3.8,3.3,2.6,2.8
REV005025,PROD0058,Aristocrat,1,negative,Poor quality cheap plastic. Expected better for this price.,2024-07-31,4.0,3.4,2.7,2.8,2.7,3.5
REV005026,PROD0058,Aristocrat,3,neutral,Average quality. cheap plastic could be better.,2025-06-24,3.5,3.5,3.2,2.6,2.6,2.7
REV005027,PROD0058,Aristocrat,3,neutral,Okay product for the price. cheap plastic is standard.,2024-08-14,3.8,3.4,2.8,2.6,2.5,3.5
REV005028,PROD0058,Aristocrat,5,positive,"Great basic functionality, exactly what I needed for my travels.",2024-07-27,3.8,3.8,3.4,3.7,3.7,3.9
REV005029,PROD0058,Aristocrat,5,positive,very affordable is top notch. Will buy again.,2025-08-27,3.7,2.8,3.8,2.9,3.3,3.8
REV005030,PROD0058,Aristocrat,1,negative,cheap plastic broke during my very first trip. Very upset.,2026-03-19,3.7,2.7,2.7,3.0,3.8,3.3
REV005031,PROD0058,Aristocrat,5,positive,"Ordered for Goa trip, basic functionality exceeded expectations.",2026-03-18,3.8,3.3,3.4,3.7,2.7,3.5
REV005032,PROD0058,Aristocrat,1,negative,Poor quality poor durability. Expected better for this price.,2025-03-30,2.7,3.8,3.1,3.1,2.6,3.9
REV005033,PROD0058,Aristocrat,2,negative,Quality has gone down. zipper fails fast is not as advertised.,2024-04-24,2.9,2.7,3.7,2.7,4.0,3.8
REV005034,PROD0058,Aristocrat,5,positive,"Used it for 3 trips, basic functionality still perfect.",2024-11-04,2.9,2.7,3.0,3.5,3.5,2.5
REV005035,PROD0058,Aristocrat,5,positive,basic functionality is top notch. Will buy again.,2024-07-23,3.3,3.3,2.8,3.6,3.5,4.0
REV005036,PROD0058,Aristocrat,3,neutral,Okay product for the price. wobbly wheels is standard.,2024-04-26,3.9,3.1,3.2,3.0,4.0,4.0
REV005037,PROD0058,Aristocrat,3,neutral,Okay product for the price. zipper fails fast is standard.,2024-08-28,3.9,3.4,3.8,3.7,2.6,3.4
REV005038,PROD0058,Aristocrat,2,negative,poor durability broke during my very first trip. Very upset.,2026-02-07,4.0,3.4,2.6,3.5,3.6,2.6
REV005039,PROD0058,Aristocrat,1,negative,Returned the product. cheap plastic was defective.,2025-02-13,3.4,2.7,3.9,2.8,2.9,3.9
REV005040,PROD0058,Aristocrat,3,neutral,Good for occasional use. zipper fails fast is acceptable.,2026-01-02,3.3,3.6,3.3,4.0,3.1,3.7
REV005041,PROD0058,Aristocrat,5,positive,"Ordered for Goa trip, very affordable exceeded expectations.",2024-05-18,3.2,3.1,2.6,3.0,3.8,4.0
REV005042,PROD0058,Aristocrat,5,positive,Best luggage for the price! lightweight is outstanding.,2024-07-13,3.6,2.7,2.7,3.6,3.0,3.4
REV005043,PROD0058,Aristocrat,4,positive,lightweight is top notch. Will buy again.,2025-08-05,3.1,3.3,2.9,2.6,3.7,3.9
REV005044,PROD0058,Aristocrat,4,positive,Best luggage for the price! very affordable is outstanding.,2024-04-14,3.3,3.8,3.7,2.5,3.1,3.3
REV005045,PROD0058,Aristocrat,5,positive,very affordable is top notch. Will buy again.,2025-08-03,3.0,2.9,3.9,3.7,3.0,3.5
REV005046,PROD0058,Aristocrat,1,negative,Not worth it at all. wobbly wheels quality is disappointing.,2024-06-12,3.5,3.0,3.0,4.0,3.4,3.0
REV005047,PROD0058,Aristocrat,3,neutral,Average quality. poor durability could be better.,2025-02-14,2.9,3.4,2.9,3.9,2.8,4.0
REV005048,PROD0058,Aristocrat,5,positive,The basic functionality is excellent! Very happy with this purchase.,2026-02-09,3.4,2.6,3.9,3.1,3.0,3.4
REV005049,PROD0058,Aristocrat,4,positive,Really impressed with the very affordable. Worth every rupee.,2025-09-20,3.1,3.4,3.6,3.1,3.1,2.5
REV005050,PROD0058,Aristocrat,3,neutral,Decent product overall. cheap plastic is okay.,2024-04-14,3.2,2.5,3.3,3.4,2.5,3.9
REV005051,PROD0058,Aristocrat,4,positive,"Used it for 3 trips, lightweight still perfect.",2026-01-29,2.7,3.4,3.2,3.1,2.6,3.7
REV005052,PROD0058,Aristocrat,3,neutral,Decent product overall. cheap plastic is okay.,2024-07-20,3.3,3.0,3.6,2.9,2.9,3.5
REV005053,PROD0058,Aristocrat,1,negative,The cheap plastic is terrible. Do not buy!,2024-07-31,3.3,3.8,3.6,3.1,3.6,2.9
REV005054,PROD0058,Aristocrat,1,negative,Not worth it at all. wobbly wheels quality is disappointing.,2025-07-13,2.7,2.7,4.0,3.3,3.3,2.7
REV005055,PROD0058,Aristocrat,2,negative,Poor quality cheap plastic. Expected better for this price.,2024-04-09,2.6,3.4,2.6,3.7,2.5,3.4
REV005056,PROD0058,Aristocrat,2,negative,cheap plastic stopped working within a month. Waste of money.,2025-01-22,3.9,2.8,3.0,3.3,2.7,3.5
REV005057,PROD0058,Aristocrat,1,negative,wobbly wheels broke during my very first trip. Very upset.,2025-10-13,3.1,3.8,3.8,3.3,3.2,3.3
REV005058,PROD0058,Aristocrat,4,positive,"Used it for 3 trips, lightweight still perfect.",2025-07-05,3.2,3.5,4.0,2.6,3.8,3.9
REV005059,PROD0058,Aristocrat,3,neutral,Not great not terrible. wobbly wheels meets basic needs.,2025-04-12,3.0,2.6,3.0,2.9,3.0,3.0
REV005060,PROD0058,Aristocrat,3,neutral,Decent product overall. zipper fails fast is okay.,2024-08-27,3.4,2.6,3.4,3.9,2.5,3.8
REV005061,PROD0058,Aristocrat,3,neutral,Decent product overall. zipper fails fast is okay.,2024-05-25,3.5,3.4,2.5,3.0,3.5,3.0
REV005062,PROD0058,Aristocrat,1,negative,Poor quality zipper fails fast. Expected better for this price.,2024-06-05,3.7,3.1,2.9,3.9,3.4,3.7
REV005063,PROD0058,Aristocrat,3,neutral,Not great not terrible. poor durability meets basic needs.,2025-08-21,3.9,3.1,3.1,3.0,2.7,2.9
REV005064,PROD0058,Aristocrat,4,positive,Amazing very affordable for this price range. Value for money!,2025-07-28,3.2,3.4,2.5,3.9,3.0,3.3
REV005065,PROD0058,Aristocrat,4,positive,The lightweight is excellent! Very happy with this purchase.,2025-06-20,3.7,3.2,2.9,2.8,2.6,3.7
REV005066,PROD0058,Aristocrat,1,negative,Poor quality cheap plastic. Expected better for this price.,2025-12-16,3.2,3.6,3.1,2.8,3.8,3.4
REV005067,PROD0058,Aristocrat,4,positive,Really impressed with the very affordable. Worth every rupee.,2025-01-26,3.2,3.4,3.2,3.8,3.0,3.3
REV005068,PROD0058,Aristocrat,3,neutral,Not great not terrible. cheap plastic meets basic needs.,2025-09-04,2.6,3.0,3.7,3.9,3.7,3.9
REV005069,PROD0058,Aristocrat,3,neutral,Average quality. cheap plastic could be better.,2026-01-06,2.8,3.7,2.7,3.4,2.6,2.7
REV005070,PROD0058,Aristocrat,3,neutral,Decent product overall. cheap plastic is okay.,2024-04-30,2.9,4.0,3.6,3.2,3.0,3.7
REV005071,PROD0058,Aristocrat,5,positive,Really impressed with the very affordable. Worth every rupee.,2025-08-18,3.6,3.0,2.9,3.3,3.0,3.1
REV005072,PROD0058,Aristocrat,3,neutral,Good for occasional use. wobbly wheels is acceptable.,2024-09-09,2.8,2.7,3.3,3.3,3.9,2.9
REV005073,PROD0058,Aristocrat,1,negative,Poor quality zipper fails fast. Expected better for this price.,2025-12-08,3.7,3.8,3.4,2.9,3.9,3.2
REV005074,PROD0058,Aristocrat,5,positive,Best luggage for the price! basic functionality is outstanding.,2025-09-14,2.8,2.6,4.0,2.7,3.2,4.0
REV005075,PROD0058,Aristocrat,1,negative,The poor durability is terrible. Do not buy!,2024-12-09,3.3,3.8,2.6,3.6,3.8,3.7
REV005076,PROD0059,Aristocrat,1,negative,The zipper fails fast is terrible. Do not buy!,2025-11-14,2.8,3.3,2.8,3.8,2.8,2.5
REV005077,PROD0059,Aristocrat,2,negative,Quality has gone down. poor durability is not as advertised.,2024-08-20,3.9,2.9,3.5,3.0,3.0,3.2
REV005078,PROD0059,Aristocrat,2,negative,Poor quality wobbly wheels. Expected better for this price.,2024-08-13,3.0,3.1,3.7,2.7,2.7,2.7
REV005079,PROD0059,Aristocrat,5,positive,Superb lightweight! My family loved it.,2024-04-24,2.7,4.0,3.2,3.1,4.0,3.7
REV005080,PROD0059,Aristocrat,1,negative,Very disappointed with the poor durability. Broke after first use.,2025-08-30,3.9,2.8,4.0,2.7,4.0,3.2
REV005081,PROD0059,Aristocrat,2,negative,cheap plastic stopped working within a month. Waste of money.,2025-05-17,3.5,2.8,3.7,3.9,3.0,2.6
REV005082,PROD0059,Aristocrat,2,negative,The cheap plastic is terrible. Do not buy!,2024-06-28,2.6,3.0,3.9,3.4,3.2,3.8
REV005083,PROD0059,Aristocrat,3,neutral,Decent product overall. cheap plastic is okay.,2024-07-09,3.1,3.2,3.4,2.7,3.5,3.6
REV005084,PROD0059,Aristocrat,3,neutral,Average quality. wobbly wheels could be better.,2025-12-26,2.6,2.6,3.4,2.7,3.9,3.6
REV005085,PROD0059,Aristocrat,1,negative,Very disappointed with the cheap plastic. Broke after first use.,2025-04-26,3.0,3.0,3.1,3.1,3.7,3.6
REV005086,PROD0059,Aristocrat,4,positive,Amazing basic functionality for this price range. Value for money!,2024-09-16,2.8,3.5,2.8,3.2,3.6,3.3
REV005087,PROD0059,Aristocrat,3,neutral,Average quality. poor durability could be better.,2025-09-25,3.0,2.8,3.0,3.3,3.3,3.9
REV005088,PROD0059,Aristocrat,2,negative,Returned the product. wobbly wheels was defective.,2024-07-27,3.2,3.7,3.0,2.8,3.0,3.4
REV005089,PROD0059,Aristocrat,4,positive,The lightweight works perfectly. Highly recommended!,2025-07-12,3.6,2.7,3.5,2.9,3.5,2.9
REV005090,PROD0059,Aristocrat,4,positive,The lightweight is excellent! Very happy with this purchase.,2026-01-12,3.6,2.9,3.7,3.3,3.9,3.3
REV005091,PROD0059,Aristocrat,4,positive,Superb basic functionality! My family loved it.,2024-06-11,3.5,3.5,3.7,2.9,3.7,3.5
REV005092,PROD0059,Aristocrat,5,positive,lightweight is top notch. Will buy again.,2024-10-10,3.7,3.7,3.6,3.0,3.0,3.5
REV005093,PROD0059,Aristocrat,5,positive,Best luggage for the price! very affordable is outstanding.,2024-12-12,3.6,2.6,2.7,3.6,3.2,2.8
REV005094,PROD0059,Aristocrat,3,neutral,Average quality. zipper fails fast could be better.,2026-01-03,3.9,2.7,3.1,2.9,3.1,3.9
REV005095,PROD0059,Aristocrat,5,positive,Amazing lightweight for this price range. Value for money!,2025-05-05,3.6,3.9,3.9,3.8,3.6,3.7
REV005096,PROD0059,Aristocrat,3,neutral,Decent product overall. cheap plastic is okay.,2025-01-03,3.7,3.7,3.2,3.8,2.8,3.9
REV005097,PROD0059,Aristocrat,3,neutral,Average quality. poor durability could be better.,2024-12-15,3.8,3.4,2.8,3.1,3.1,2.6
REV005098,PROD0059,Aristocrat,1,negative,Quality has gone down. poor durability is not as advertised.,2024-09-01,2.6,3.5,3.5,3.9,3.3,2.7
REV005099,PROD0059,Aristocrat,3,neutral,Okay product for the price. poor durability is standard.,2024-08-31,3.8,2.8,3.9,3.0,3.2,3.4
REV005100,PROD0059,Aristocrat,5,positive,Amazing very affordable for this price range. Value for money!,2025-04-18,2.6,3.3,3.0,3.5,2.9,2.7
REV005101,PROD0059,Aristocrat,3,neutral,Not great not terrible. wobbly wheels meets basic needs.,2025-04-24,2.7,3.2,3.9,3.6,3.9,3.5
REV005102,PROD0059,Aristocrat,3,neutral,Average quality. zipper fails fast could be better.,2025-10-01,3.7,3.7,3.9,3.0,3.8,3.1
REV005103,PROD0059,Aristocrat,3,neutral,Good for occasional use. poor durability is acceptable.,2025-04-06,3.4,3.2,2.8,2.6,2.9,3.1
REV005104,PROD0059,Aristocrat,5,positive,Superb lightweight! My family loved it.,2025-05-06,3.0,2.5,2.7,2.7,2.6,3.4
REV005105,PROD0059,Aristocrat,2,negative,poor durability stopped working within a month. Waste of money.,2024-09-04,2.6,4.0,3.9,3.8,2.9,3.3
REV005106,PROD0059,Aristocrat,1,negative,Poor quality cheap plastic. Expected better for this price.,2026-03-07,2.7,2.6,3.6,3.9,3.8,3.7
REV005107,PROD0059,Aristocrat,2,negative,Not worth it at all. wobbly wheels quality is disappointing.,2026-02-13,2.8,3.3,3.3,3.1,3.1,2.9
REV005108,PROD0059,Aristocrat,1,negative,Quality has gone down. poor durability is not as advertised.,2024-05-18,3.9,3.5,3.2,3.0,3.8,3.4
REV005109,PROD0059,Aristocrat,2,negative,Quality has gone down. zipper fails fast is not as advertised.,2024-05-19,2.5,2.7,2.6,3.0,3.9,2.6
REV005110,PROD0059,Aristocrat,4,positive,The basic functionality works perfectly. Highly recommended!,2025-07-16,3.1,2.9,3.1,2.8,2.6,3.2
REV005111,PROD0059,Aristocrat,5,positive,The lightweight is excellent! Very happy with this purchase.,2025-05-30,2.8,2.6,3.3,2.8,2.6,3.6
REV005112,PROD0059,Aristocrat,3,neutral,Average quality. wobbly wheels could be better.,2025-04-27,2.5,3.8,3.1,4.0,2.7,3.1
REV005113,PROD0059,Aristocrat,3,neutral,Good for occasional use. zipper fails fast is acceptable.,2024-06-05,3.0,2.7,3.7,3.4,3.7,2.5
REV005114,PROD0059,Aristocrat,3,neutral,Decent product overall. wobbly wheels is okay.,2025-08-30,3.2,2.7,3.3,2.9,3.4,2.8
REV005115,PROD0059,Aristocrat,3,neutral,Not great not terrible. wobbly wheels meets basic needs.,2025-10-29,3.3,3.3,2.6,3.1,3.5,3.9
REV005116,PROD0059,Aristocrat,3,neutral,Good for occasional use. zipper fails fast is acceptable.,2025-09-28,3.9,3.6,2.5,2.8,2.8,4.0
REV005117,PROD0059,Aristocrat,5,positive,The lightweight works perfectly. Highly recommended!,2025-12-24,3.5,2.5,3.5,3.2,2.9,2.7
REV005118,PROD0059,Aristocrat,5,positive,Best luggage for the price! very affordable is outstanding.,2026-02-05,2.9,3.7,3.8,3.2,3.4,2.8
REV005119,PROD0059,Aristocrat,3,neutral,Decent product overall. poor durability is okay.,2024-12-01,3.9,3.3,3.4,3.9,3.7,2.5
REV005120,PROD0059,Aristocrat,2,negative,Not worth it at all. zipper fails fast quality is disappointing.,2025-10-08,3.6,3.3,3.4,3.0,3.7,3.2
REV005121,PROD0059,Aristocrat,4,positive,"Ordered for Goa trip, basic functionality exceeded expectations.",2024-05-04,3.2,3.7,3.6,3.8,2.6,3.5
REV005122,PROD0059,Aristocrat,1,negative,poor durability stopped working within a month. Waste of money.,2025-11-14,3.2,3.7,2.6,2.6,3.3,2.9
REV005123,PROD0059,Aristocrat,5,positive,The basic functionality works perfectly. Highly recommended!,2025-02-11,2.8,3.7,3.5,3.9,3.0,3.7
REV005124,PROD0059,Aristocrat,2,negative,Quality has gone down. zipper fails fast is not as advertised.,2025-12-17,2.8,3.9,3.3,2.7,3.8,4.0
REV005125,PROD0059,Aristocrat,2,negative,Customer service is bad and poor durability quality is poor.,2025-06-20,3.0,3.7,2.9,3.1,3.1,3.9
REV005126,PROD0059,Aristocrat,2,negative,The wobbly wheels is terrible. Do not buy!,2025-09-02,3.1,2.9,2.6,4.0,2.7,3.9
REV005127,PROD0059,Aristocrat,3,neutral,Average quality. zipper fails fast could be better.,2025-03-19,3.0,3.9,2.7,3.3,3.0,3.3
REV005128,PROD0059,Aristocrat,4,positive,The basic functionality works perfectly. Highly recommended!,2025-06-25,2.8,2.6,2.7,2.6,2.7,3.9
REV005129,PROD0059,Aristocrat,3,neutral,Decent product overall. cheap plastic is okay.,2024-10-12,3.7,3.4,3.7,2.9,2.6,2.6
REV005130,PROD0059,Aristocrat,4,positive,Superb lightweight! My family loved it.,2024-06-07,3.2,3.6,2.6,3.0,3.2,3.2
REV005131,PROD0059,Aristocrat,3,neutral,Average quality. cheap plastic could be better.,2025-06-24,3.7,2.6,3.6,2.8,3.0,3.5
REV005132,PROD0059,Aristocrat,5,positive,The basic functionality is excellent! Very happy with this purchase.,2026-03-23,3.6,2.6,2.8,3.3,3.7,3.2
